RANK #1,	Token ID: 1,	 score: 55,	type:Witch of Woe,	skills: {"will":9,"wisdom":9,"wonder":9,"woe":10,"wit":9,"wiles":9}
RANK #186,	Token ID: 1794,	 score: 42,	type:necromancer,	skills: {"will":9,"wit":5,"wiles":6,"wisdom":7,"wonder":6,"woe":9}
RANK #187,	Token ID: 1921,	 score: 42,	type:occultist,	skills: {"will":5,"wit":7,"wiles":9,"wisdom":8,"wonder":6,"woe":7}
RANK #188,	Token ID: 1981,	 score: 42,	type:occultist,	skills: {"will":8,"wit":7,"wiles":8,"wisdom":6,"wonder":4,"woe":9}
RANK #189,	Token ID: 1985,	 score: 42,	type:enchantress,	skills: {"will":9,"wit":9,"wiles":8,"wisdom":4,"wonder":5,"woe":7}
RANK #190,	Token ID: 2338,	 score: 42,	type:enchantress,	skills: {"will":6,"wit":9,"wiles":9,"wisdom":7,"wonder":6,"woe":5}
RANK #191,	Token ID: 2505,	 score: 42,	type:occultist,	skills: {"will":8,"wit":8,"wiles":6,"wisdom":8,"wonder":3,"woe":9}
RANK #192,	Token ID: 2607,	 score: 42,	type:occultist,	skills: {"will":3,"wit":9,"wiles":9,"wisdom":8,"wonder":8,"woe":5}
RANK #193,	Token ID: 2614,	 score: 42,	type:enchantress,	skills: {"will":9,"wit":9,"wiles":4,"wisdom":4,"wonder":8,"woe":8}
RANK #194,	Token ID: 2695,	 score: 42,	type:hag,	skills: {"will":7,"wit":6,"wiles":3,"wisdom":9,"wonder":9,"woe":8}
RANK #195,	Token ID: 2727,	 score: 42,	type:necromancer,	skills: {"will":7,"wit":8,"wiles":8,"wisdom":9,"wonder":3,"woe":7}
RANK #196,	Token ID: 2734,	 score: 42,	type:hag,	skills: {"will":7,"wit":9,"wiles":5,"wisdom":9,"wonder":9,"woe":3}
RANK #197,	Token ID: 2795,	 score: 42,	type:seer,	skills: {"will":9,"wit":6,"wiles":4,"wisdom":9,"wonder":9,"woe":5}
RANK #198,	Token ID: 2882,	 score: 42,	type:necromancer,	skills: {"will":9,"wit":6,"wiles":6,"wisdom":7,"wonder":6,"woe":8}
RANK #199,	Token ID: 3052,	 score: 42,	type:seer,	skills: {"will":9,"wit":6,"wiles":6,"wisdom":8,"wonder":6,"woe":7}
RANK #200,	Token ID: 3062,	 score: 42,	type:hag,	skills: {"will":8,"wit":7,"wiles":7,"wisdom":6,"wonder":6,"woe":8}
RANK #201,	Token ID: 3229,	 score: 42,	type:necromancer,	skills: {"will":9,"wit":8,"wiles":5,"wisdom":8,"wonder":3,"woe":9}
RANK #202,	Token ID: 3292,	 score: 42,	type:hag,	skills: {"will":6,"wit":9,"wiles":4,"wisdom":7,"wonder":9,"woe":7}
RANK #203,	Token ID: 3410,	 score: 42,	type:seer,	skills: {"will":6,"wit":3,"wiles":7,"wisdom":9,"wonder":9,"woe":8}
RANK #204,	Token ID: 3457,	 score: 42,	type:necromancer,	skills: {"will":9,"wit":6,"wiles":5,"wisdom":9,"wonder":4,"woe":9}
RANK #205,	Token ID: 3505,	 score: 42,	type:necromancer,	skills: {"will":9,"wit":7,"wiles":8,"wisdom":5,"wonder":8,"woe":5}
RANK #206,	Token ID: 3665,	 score: 42,	type:hag,	skills: {"will":7,"wit":8,"wiles":6,"wisdom":6,"wonder":9,"woe":6}
RANK #207,	Token ID: 3698,	 score: 42,	type:seer,	skills: {"will":9,"wit":6,"wiles":7,"wisdom":9,"wonder":7,"woe":4}
RANK #208,	Token ID: 3951,	 score: 42,	type:necromancer,	skills: {"will":9,"wit":8,"wiles":6,"wisdom":5,"wonder":5,"woe":9}
RANK #209,	Token ID: 4117,	 score: 42,	type:necromancer,	skills: {"will":9,"wit":8,"wiles":7,"wisdom":7,"wonder":8,"woe":3}
RANK #210,	Token ID: 4328,	 score: 42,	type:hag,	skills: {"will":4,"wit":9,"wiles":6,"wisdom":9,"wonder":8,"woe":6}
RANK #211,	Token ID: 4435,	 score: 42,	type:enchantress,	skills: {"will":7,"wit":7,"wiles":9,"wisdom":8,"wonder":5,"woe":6}
RANK #212,	Token ID: 4540,	 score: 42,	type:necromancer,	skills: {"will":9,"wit":6,"wiles":7,"wisdom":6,"wonder":7,"woe":7}
RANK #213,	Token ID: 4796,	 score: 42,	type:enchantress,	skills: {"will":7,"wit":7,"wiles":9,"wisdom":4,"wonder":8,"woe":7}
RANK #214,	Token ID: 4879,	 score: 42,	type:enchantress,	skills: {"will":9,"wit":8,"wiles":9,"wisdom":5,"wonder":6,"woe":5}
RANK #215,	Token ID: 5057,	 score: 42,	type:hag,	skills: {"will":4,"wit":9,"wiles":4,"wisdom":9,"wonder":9,"woe":7}
RANK #216,	Token ID: 5113,	 score: 42,	type:seer,	skills: {"will":9,"wit":7,"wiles":4,"wisdom":7,"wonder":7,"woe":8}
RANK #217,	Token ID: 5320,	 score: 42,	type:seer,	skills: {"will":9,"wit":8,"wiles":7,"wisdom":9,"wonder":9,"woe":0}
RANK #218,	Token ID: 5322,	 score: 42,	type:mage,	skills: {"will":4,"wit":7,"wiles":6,"wisdom":7,"wonder":9,"woe":9}
RANK #219,	Token ID: 5592,	 score: 42,	type:occultist,	skills: {"will":6,"wit":9,"wiles":5,"wisdom":6,"wonder":7,"woe":9}
RANK #220,	Token ID: 5615,	 score: 42,	type:occultist,	skills: {"will":8,"wit":5,"wiles":9,"wisdom":4,"wonder":8,"woe":8}
RANK #221,	Token ID: 5817,	 score: 42,	type:seer,	skills: {"will":9,"wit":8,"wiles":6,"wisdom":6,"wonder":6,"woe":7}
RANK #222,	Token ID: 5826,	 score: 42,	type:hag,	skills: {"will":8,"wit":3,"wiles":7,"wisdom":9,"wonder":7,"woe":8}
RANK #223,	Token ID: 5876,	 score: 42,	type:seer,	skills: {"will":6,"wit":8,"wiles":7,"wisdom":6,"wonder":8,"woe":7}
RANK #224,	Token ID: 5991,	 score: 42,	type:enchantress,	skills: {"will":9,"wit":9,"wiles":7,"wisdom":8,"wonder":7,"woe":2}
RANK #225,	Token ID: 6035,	 score: 42,	type:necromancer,	skills: {"will":9,"wit":7,"wiles":1,"wisdom":9,"wonder":7,"woe":9}
RANK #226,	Token ID: 6281,	 score: 42,	type:occultist,	skills: {"will":6,"wit":4,"wiles":9,"wisdom":6,"wonder":8,"woe":9}
RANK #227,	Token ID: 6469,	 score: 42,	type:seer,	skills: {"will":9,"wit":5,"wiles":7,"wisdom":7,"wonder":9,"woe":5}
RANK #228,	Token ID: 6524,	 score: 42,	type:mage,	skills: {"will":6,"wit":8,"wiles":3,"wisdom":7,"wonder":9,"woe":9}
RANK #229,	Token ID: 6591,	 score: 42,	type:necromancer,	skills: {"will":9,"wit":7,"wiles":0,"wisdom":9,"wonder":8,"woe":9}
RANK #230,	Token ID: 6727,	 score: 42,	type:enchantress,	skills: {"will":6,"wit":7,"wiles":9,"wisdom":8,"wonder":7,"woe":5}
RANK #231,	Token ID: 6791,	 score: 42,	type:seer,	skills: {"will":5,"wit":7,"wiles":6,"wisdom":8,"wonder":9,"woe":7}
RANK #232,	Token ID: 6805,	 score: 42,	type:seer,	skills: {"will":7,"wit":7,"wiles":5,"wisdom":9,"wonder":8,"woe":6}
RANK #233,	Token ID: 6839,	 score: 42,	type:occultist,	skills: {"will":6,"wit":5,"wiles":9,"wisdom":5,"wonder":8,"woe":9}
RANK #234,	Token ID: 6917,	 score: 42,	type:necromancer,	skills: {"will":9,"wit":8,"wiles":6,"wisdom":7,"wonder":3,"woe":9}
RANK #235,	Token ID: 6970,	 score: 42,	type:necromancer,	skills: {"will":8,"wit":7,"wiles":8,"wisdom":7,"wonder":3,"woe":9}
RANK #236,	Token ID: 7065,	 score: 42,	type:seer,	skills: {"will":9,"wit":5,"wiles":8,"wisdom":9,"wonder":8,"woe":3}
RANK #237,	Token ID: 7133,	 score: 42,	type:occultist,	skills: {"will":7,"wit":5,"wiles":9,"wisdom":8,"wonder":7,"woe":6}
RANK #238,	Token ID: 7141,	 score: 42,	type:seer,	skills: {"will":8,"wit":8,"wiles":8,"wisdom":4,"wonder":8,"woe":6}
RANK #239,	Token ID: 7229,	 score: 42,	type:occultist,	skills: {"will":8,"wit":6,"wiles":7,"wisdom":8,"wonder":4,"woe":9}
RANK #240,	Token ID: 7260,	 score: 42,	type:occultist,	skills: {"will":8,"wit":8,"wiles":6,"wisdom":5,"wonder":6,"woe":9}
RANK #241,	Token ID: 7450,	 score: 42,	type:hag,	skills: {"will":7,"wit":9,"wiles":7,"wisdom":6,"wonder":8,"woe":5}
RANK #242,	Token ID: 7490,	 score: 42,	type:necromancer,	skills: {"will":9,"wit":8,"wiles":0,"wisdom":9,"wonder":7,"woe":9}
RANK #243,	Token ID: 7863,	 score: 42,	type:enchantress,	skills: {"will":9,"wit":6,"wiles":8,"wisdom":5,"wonder":6,"woe":8}
RANK #244,	Token ID: 7881,	 score: 42,	type:necromancer,	skills: {"will":8,"wit":8,"wiles":6,"wisdom":6,"wonder":5,"woe":9}
RANK #245,	Token ID: 7984,	 score: 42,	type:mage,	skills: {"will":5,"wit":8,"wiles":7,"wisdom":7,"wonder":7,"woe":8}
RANK #246,	Token ID: 7989,	 score: 42,	type:enchantress,	skills: {"will":9,"wit":9,"wiles":4,"wisdom":8,"wonder":6,"woe":6}
RANK #247,	Token ID: 8205,	 score: 42,	type:enchantress,	skills: {"will":8,"wit":9,"wiles":7,"wisdom":6,"wonder":8,"woe":4}
RANK #248,	Token ID: 8305,	 score: 42,	type:necromancer,	skills: {"will":6,"wit":7,"wiles":8,"wisdom":6,"wonder":6,"woe":9}
RANK #249,	Token ID: 8382,	 score: 42,	type:occultist,	skills: {"will":5,"wit":9,"wiles":7,"wisdom":8,"wonder":8,"woe":5}
RANK #250,	Token ID: 8527,	 score: 42,	type:seer,	skills: {"will":9,"wit":1,"wiles":8,"wisdom":9,"wonder":8,"woe":7}
RANK #251,	Token ID: 8529,	 score: 42,	type:occultist,	skills: {"will":8,"wit":7,"wiles":9,"wisdom":6,"wonder":3,"woe":9}
RANK #252,	Token ID: 8569,	 score: 42,	type:necromancer,	skills: {"will":6,"wit":4,"wiles":7,"wisdom":9,"wonder":7,"woe":9}
RANK #253,	Token ID: 8596,	 score: 42,	type:mage,	skills: {"will":8,"wit":8,"wiles":8,"wisdom":3,"wonder":8,"woe":7}
RANK #254,	Token ID: 8739,	 score: 42,	type:seer,	skills: {"will":6,"wit":5,"wiles":8,"wisdom":8,"wonder":9,"woe":6}
RANK #255,	Token ID: 8746,	 score: 42,	type:hag,	skills: {"will":7,"wit":9,"wiles":3,"wisdom":9,"wonder":9,"woe":5}
RANK #256,	Token ID: 8772,	 score: 42,	type:occultist,	skills: {"will":7,"wit":9,"wiles":9,"wisdom":7,"wonder":1,"woe":9}
RANK #257,	Token ID: 8803,	 score: 42,	type:necromancer,	skills: {"will":9,"wit":8,"wiles":0,"wisdom":9,"wonder":7,"woe":9}
RANK #258,	Token ID: 8900,	 score: 42,	type:necromancer,	skills: {"will":5,"wit":5,"wiles":8,"wisdom":9,"wonder":6,"woe":9}
RANK #259,	Token ID: 8930,	 score: 42,	type:hag,	skills: {"will":3,"wit":5,"wiles":8,"wisdom":9,"wonder":9,"woe":8}
RANK #260,	Token ID: 9010,	 score: 42,	type:hag,	skills: {"will":6,"wit":9,"wiles":2,"wisdom":9,"wonder":9,"woe":7}
RANK #261,	Token ID: 9065,	 score: 42,	type:seer,	skills: {"will":8,"wit":1,"wiles":7,"wisdom":9,"wonder":9,"woe":8}
RANK #262,	Token ID: 9257,	 score: 42,	type:occultist,	skills: {"will":8,"wit":9,"wiles":6,"wisdom":7,"wonder":8,"woe":4}
RANK #263,	Token ID: 9319,	 score: 42,	type:occultist,	skills: {"will":3,"wit":8,"wiles":9,"wisdom":5,"wonder":8,"woe":9}
RANK #264,	Token ID: 9389,	 score: 42,	type:enchantress,	skills: {"will":6,"wit":8,"wiles":7,"wisdom":8,"wonder":7,"woe":6}
RANK #265,	Token ID: 9722,	 score: 42,	type:necromancer,	skills: {"will":9,"wit":6,"wiles":7,"wisdom":8,"wonder":6,"woe":6}
RANK #266,	Token ID: 82,	 score: 41,	type:enchantress,	skills: {"will":9,"wit":9,"wiles":8,"wisdom":5,"wonder":6,"woe":4}
RANK #267,	Token ID: 224,	 score: 41,	type:necromancer,	skills: {"will":9,"wit":5,"wiles":5,"wisdom":9,"wonder":4,"woe":9}
RANK #268,	Token ID: 234,	 score: 41,	type:seer,	skills: {"will":5,"wit":6,"wiles":7,"wisdom":8,"wonder":7,"woe":8}
RANK #269,	Token ID: 240,	 score: 41,	type:seer,	skills: {"will":9,"wit":8,"wiles":3,"wisdom":6,"wonder":8,"woe":7}
RANK #270,	Token ID: 261,	 score: 41,	type:seer,	skills: {"will":9,"wit":7,"wiles":7,"wisdom":8,"wonder":2,"woe":8}
RANK #271,	Token ID: 281,	 score: 41,	type:mage,	skills: {"will":2,"wit":8,"wiles":8,"wisdom":8,"wonder":9,"woe":6}
RANK #272,	Token ID: 453,	 score: 41,	type:mage,	skills: {"will":7,"wit":5,"wiles":8,"wisdom":7,"wonder":7,"woe":7}
RANK #273,	Token ID: 611,	 score: 41,	type:hag,	skills: {"will":8,"wit":6,"wiles":8,"wisdom":9,"wonder":4,"woe":6}
RANK #274,	Token ID: 665,	 score: 41,	type:enchantress,	skills: {"will":9,"wit":9,"wiles":9,"wisdom":6,"wonder":6,"woe":2}
RANK #275,	Token ID: 669,	 score: 41,	type:seer,	skills: {"will":9,"wit":7,"wiles":5,"wisdom":9,"wonder":9,"woe":2}
RANK #276,	Token ID: 746,	 score: 41,	type:occultist,	skills: {"will":8,"wit":9,"wiles":5,"wisdom":6,"wonder":4,"woe":9}
RANK #277,	Token ID: 947,	 score: 41,	type:seer,	skills: {"will":6,"wit":8,"wiles":7,"wisdom":9,"wonder":7,"woe":4}
RANK #278,	Token ID: 994,	 score: 41,	type:hag,	skills: {"will":2,"wit":8,"wiles":8,"wisdom":9,"wonder":7,"woe":7}
RANK #279,	Token ID: 997,	 score: 41,	type:hag,	skills: {"will":7,"wit":8,"wiles":7,"wisdom":7,"wonder":6,"woe":6}
RANK #280,	Token ID: 1099,	 score: 41,	type:enchantress,	skills: {"will":9,"wit":9,"wiles":5,"wisdom":8,"wonder":6,"woe":4}
RANK #281,	Token ID: 1111,	 score: 41,	type:occultist,	skills: {"will":8,"wit":2,"wiles":8,"wisdom":7,"wonder":8,"woe":8}
RANK #282,	Token ID: 1292,	 score: 41,	type:mage,	skills: {"will":4,"wit":8,"wiles":8,"wisdom":5,"wonder":9,"woe":7}
RANK #283,	Token ID: 1323,	 score: 41,	type:occultist,	skills: {"will":8,"wit":3,"wiles":6,"wisdom":8,"wonder":8,"woe":8}
RANK #284,	Token ID: 1414,	 score: 41,	type:occultist,	skills: {"will":6,"wit":8,"wiles":9,"wisdom":1,"wonder":8,"woe":9}
RANK #285,	Token ID: 1461,	 score: 41,	type:necromancer,	skills: {"will":9,"wit":8,"wiles":6,"wisdom":3,"wonder":7,"woe":8}
RANK #286,	Token ID: 1695,	 score: 41,	type:seer,	skills: {"will":9,"wit":7,"wiles":4,"wisdom":5,"wonder":8,"woe":8}
RANK #287,	Token ID: 1720,	 score: 41,	type:enchantress,	skills: {"will":5,"wit":9,"wiles":9,"wisdom":3,"wonder":8,"woe":7}
RANK #288,	Token ID: 1760,	 score: 41,	type:occultist,	skills: {"will":2,"wit":7,"wiles":9,"wisdom":8,"wonder":6,"woe":9}
RANK #289,	Token ID: 1865,	 score: 41,	type:enchantress,	skills: {"will":7,"wit":9,"wiles":9,"wisdom":6,"wonder":7,"woe":3}
RANK #290,	Token ID: 1969,	 score: 41,	type:hag,	skills: {"will":5,"wit":9,"wiles":6,"wisdom":9,"wonder":8,"woe":4}
RANK #291,	Token ID: 2034,	 score: 41,	type:enchantress,	skills: {"will":8,"wit":9,"wiles":2,"wisdom":6,"wonder":8,"woe":8}
RANK #292,	Token ID: 2154,	 score: 41,	type:enchantress,	skills: {"will":9,"wit":5,"wiles":9,"wisdom":7,"wonder":3,"woe":8}
RANK #293,	Token ID: 2404,	 score: 41,	type:hag,	skills: {"will":7,"wit":9,"wiles":6,"wisdom":7,"wonder":4,"woe":8}
RANK #294,	Token ID: 2568,	 score: 41,	type:enchantress,	skills: {"will":7,"wit":9,"wiles":7,"wisdom":7,"wonder":5,"woe":6}
RANK #295,	Token ID: 2935,	 score: 41,	type:enchantress,	skills: {"will":7,"wit":9,"wiles":9,"wisdom":4,"wonder":5,"woe":7}
RANK #296,	Token ID: 2983,	 score: 41,	type:mage,	skills: {"will":8,"wit":8,"wiles":1,"wisdom":8,"wonder":9,"woe":7}
RANK #297,	Token ID: 3162,	 score: 41,	type:enchantress,	skills: {"will":2,"wit":9,"wiles":9,"wisdom":8,"wonder":5,"woe":8}
RANK #298,	Token ID: 3181,	 score: 41,	type:enchantress,	skills: {"will":6,"wit":6,"wiles":9,"wisdom":8,"wonder":4,"woe":8}
RANK #299,	Token ID: 3246,	 score: 41,	type:necromancer,	skills: {"will":9,"wit":4,"wiles":3,"wisdom":9,"wonder":7,"woe":9}
RANK #300,	Token ID: 3439,	 score: 41,	type:occultist,	skills: {"will":6,"wit":8,"wiles":7,"wisdom":7,"wonder":6,"woe":7}
RANK #301,	Token ID: 3531,	 score: 41,	type:occultist,	skills: {"will":3,"wit":8,"wiles":7,"wisdom":8,"wonder":6,"woe":9}
RANK #302,	Token ID: 3715,	 score: 41,	type:necromancer,	skills: {"will":8,"wit":8,"wiles":6,"wisdom":7,"wonder":3,"woe":9}
RANK #303,	Token ID: 3717,	 score: 41,	type:hag,	skills: {"will":3,"wit":9,"wiles":5,"wisdom":9,"wonder":9,"woe":6}
RANK #304,	Token ID: 3749,	 score: 41,	type:enchantress,	skills: {"will":8,"wit":7,"wiles":8,"wisdom":8,"wonder":7,"woe":3}
RANK #305,	Token ID: 3878,	 score: 41,	type:occultist,	skills: {"will":5,"wit":7,"wiles":9,"wisdom":7,"wonder":4,"woe":9}
RANK #306,	Token ID: 4014,	 score: 41,	type:enchantress,	skills: {"will":9,"wit":9,"wiles":7,"wisdom":3,"wonder":6,"woe":7}
RANK #307,	Token ID: 4087,	 score: 41,	type:hag,	skills: {"will":8,"wit":6,"wiles":2,"wisdom":9,"wonder":9,"woe":7}
RANK #308,	Token ID: 4110,	 score: 41,	type:enchantress,	skills: {"will":9,"wit":7,"wiles":9,"wisdom":3,"wonder":7,"woe":6}
RANK #309,	Token ID: 4196,	 score: 41,	type:seer,	skills: {"will":8,"wit":1,"wiles":8,"wisdom":9,"wonder":9,"woe":6}
RANK #310,	Token ID: 4236,	 score: 41,	type:enchantress,	skills: {"will":9,"wit":6,"wiles":9,"wisdom":7,"wonder":2,"woe":8}
RANK #311,	Token ID: 4253,	 score: 41,	type:mage,	skills: {"will":6,"wit":5,"wiles":8,"wisdom":8,"wonder":5,"woe":9}
RANK #312,	Token ID: 4299,	 score: 41,	type:seer,	skills: {"will":9,"wit":7,"wiles":8,"wisdom":9,"wonder":2,"woe":6}
RANK #313,	Token ID: 4443,	 score: 41,	type:necromancer,	skills: {"will":9,"wit":6,"wiles":6,"wisdom":7,"wonder":4,"woe":9}
RANK #314,	Token ID: 4451,	 score: 41,	type:necromancer,	skills: {"will":9,"wit":6,"wiles":5,"wisdom":6,"wonder":8,"woe":7}
RANK #315,	Token ID: 4480,	 score: 41,	type:seer,	skills: {"will":9,"wit":6,"wiles":7,"wisdom":8,"wonder":3,"woe":8}
RANK #316,	Token ID: 4485,	 score: 41,	type:enchantress,	skills: {"will":6,"wit":3,"wiles":9,"wisdom":7,"wonder":8,"woe":8}
RANK #317,	Token ID: 4497,	 score: 41,	type:occultist,	skills: {"will":8,"wit":9,"wiles":9,"wisdom":0,"wonder":7,"woe":8}
RANK #318,	Token ID: 4594,	 score: 41,	type:enchantress,	skills: {"will":8,"wit":9,"wiles":9,"wisdom":3,"wonder":6,"woe":6}
RANK #319,	Token ID: 4624,	 score: 41,	type:mage,	skills: {"will":3,"wit":8,"wiles":4,"wisdom":8,"wonder":9,"woe":9}
RANK #320,	Token ID: 4679,	 score: 41,	type:necromancer,	skills: {"will":9,"wit":8,"wiles":6,"wisdom":9,"wonder":5,"woe":4}
RANK #321,	Token ID: 4740,	 score: 41,	type:enchantress,	skills: {"will":9,"wit":7,"wiles":9,"wisdom":5,"wonder":7,"woe":4}
RANK #322,	Token ID: 4791,	 score: 41,	type:occultist,	skills: {"will":5,"wit":9,"wiles":9,"wisdom":8,"wonder":3,"woe":7}
RANK #323,	Token ID: 4922,	 score: 41,	type:necromancer,	skills: {"will":7,"wit":5,"wiles":5,"wisdom":7,"wonder":8,"woe":9}
RANK #324,	Token ID: 4930,	 score: 41,	type:hag,	skills: {"will":4,"wit":9,"wiles":6,"wisdom":9,"wonder":8,"woe":5}
RANK #325,	Token ID: 4944,	 score: 41,	type:necromancer,	skills: {"will":9,"wit":6,"wiles":8,"wisdom":9,"wonder":0,"woe":9}
RANK #326,	Token ID: 5035,	 score: 41,	type:occultist,	skills: {"will":8,"wit":5,"wiles":7,"wisdom":7,"wonder":7,"woe":7}
RANK #327,	Token ID: 5053,	 score: 41,	type:hag,	skills: {"will":8,"wit":6,"wiles":8,"wisdom":9,"wonder":3,"woe":7}
RANK #328,	Token ID: 5117,	 score: 41,	type:necromancer,	skills: {"will":3,"wit":8,"wiles":6,"wisdom":7,"wonder":8,"woe":9}
RANK #329,	Token ID: 5163,	 score: 41,	type:enchantress,	skills: {"will":9,"wit":9,"wiles":7,"wisdom":8,"wonder":5,"woe":3}
RANK #330,	Token ID: 5266,	 score: 41,	type:seer,	skills: {"will":9,"wit":8,"wiles":6,"wisdom":5,"wonder":7,"woe":6}
RANK #331,	Token ID: 5287,	 score: 41,	type:necromancer,	skills: {"will":9,"wit":7,"wiles":7,"wisdom":4,"wonder":6,"woe":8}
RANK #332,	Token ID: 5359,	 score: 41,	type:occultist,	skills: {"will":5,"wit":8,"wiles":7,"wisdom":4,"wonder":8,"woe":9}
RANK #333,	Token ID: 5495,	 score: 41,	type:occultist,	skills: {"will":1,"wit":8,"wiles":8,"wisdom":7,"wonder":8,"woe":9}
RANK #334,	Token ID: 5545,	 score: 41,	type:enchantress,	skills: {"will":4,"wit":9,"wiles":6,"wisdom":7,"wonder":8,"woe":7}
RANK #335,	Token ID: 5610,	 score: 41,	type:necromancer,	skills: {"will":9,"wit":7,"wiles":6,"wisdom":9,"wonder":6,"woe":4}
RANK #336,	Token ID: 5776,	 score: 41,	type:hag,	skills: {"will":2,"wit":8,"wiles":6,"wisdom":9,"wonder":9,"woe":7}
RANK #337,	Token ID: 5951,	 score: 41,	type:necromancer,	skills: {"will":9,"wit":6,"wiles":6,"wisdom":9,"wonder":2,"woe":9}
RANK #338,	Token ID: 5976,	 score: 41,	type:hag,	skills: {"will":4,"wit":8,"wiles":8,"wisdom":9,"wonder":9,"woe":3}
RANK #339,	Token ID: 6012,	 score: 41,	type:enchantress,	skills: {"will":9,"wit":9,"wiles":9,"wisdom":1,"wonder":5,"woe":8}
RANK #340,	Token ID: 6085,	 score: 41,	type:seer,	skills: {"will":9,"wit":7,"wiles":4,"wisdom":6,"wonder":9,"woe":6}
RANK #341,	Token ID: 6235,	 score: 41,	type:enchantress,	skills: {"will":8,"wit":9,"wiles":6,"wisdom":6,"wonder":5,"woe":7}
RANK #342,	Token ID: 6239,	 score: 41,	type:seer,	skills: {"will":6,"wit":3,"wiles":8,"wisdom":9,"wonder":8,"woe":7}
RANK #343,	Token ID: 6294,	 score: 41,	type:enchantress,	skills: {"will":9,"wit":9,"wiles":9,"wisdom":3,"wonder":7,"woe":4}
RANK #344,	Token ID: 6442,	 score: 41,	type:hag,	skills: {"will":5,"wit":9,"wiles":8,"wisdom":9,"wonder":9,"woe":1}
RANK #345,	Token ID: 6488,	 score: 41,	type:hag,	skills: {"will":6,"wit":8,"wiles":8,"wisdom":7,"wonder":7,"woe":5}
RANK #346,	Token ID: 6586,	 score: 41,	type:occultist,	skills: {"will":7,"wit":6,"wiles":9,"wisdom":4,"wonder":6,"woe":9}
RANK #347,	Token ID: 6695,	 score: 41,	type:hag,	skills: {"will":6,"wit":3,"wiles":6,"wisdom":9,"wonder":9,"woe":8}
RANK #348,	Token ID: 6967,	 score: 41,	type:hag,	skills: {"will":5,"wit":9,"wiles":4,"wisdom":8,"wonder":9,"woe":6}
RANK #349,	Token ID: 7027,	 score: 41,	type:hag,	skills: {"will":7,"wit":9,"wiles":3,"wisdom":9,"wonder":9,"woe":4}
RANK #350,	Token ID: 7137,	 score: 41,	type:enchantress,	skills: {"will":7,"wit":9,"wiles":6,"wisdom":5,"wonder":6,"woe":8}
RANK #351,	Token ID: 7276,	 score: 41,	type:necromancer,	skills: {"will":5,"wit":7,"wiles":8,"wisdom":4,"wonder":8,"woe":9}
RANK #352,	Token ID: 7318,	 score: 41,	type:hag,	skills: {"will":4,"wit":9,"wiles":2,"wisdom":9,"wonder":9,"woe":8}
RANK #353,	Token ID: 7339,	 score: 41,	type:enchantress,	skills: {"will":8,"wit":9,"wiles":9,"wisdom":8,"wonder":5,"woe":2}
RANK #354,	Token ID: 7345,	 score: 41,	type:seer,	skills: {"will":9,"wit":8,"wiles":8,"wisdom":7,"wonder":7,"woe":2}
RANK #355,	Token ID: 7348,	 score: 41,	type:mage,	skills: {"will":8,"wit":8,"wiles":7,"wisdom":7,"wonder":7,"woe":4}
RANK #356,	Token ID: 7415,	 score: 41,	type:occultist,	skills: {"will":5,"wit":9,"wiles":5,"wisdom":7,"wonder":6,"woe":9}
RANK #357,	Token ID: 7471,	 score: 41,	type:hag,	skills: {"will":7,"wit":8,"wiles":2,"wisdom":8,"wonder":9,"woe":7}
RANK #358,	Token ID: 7538,	 score: 41,	type:seer,	skills: {"will":9,"wit":5,"wiles":5,"wisdom":9,"wonder":8,"woe":5}
RANK #359,	Token ID: 7613,	 score: 41,	type:seer,	skills: {"will":9,"wit":5,"wiles":6,"wisdom":9,"wonder":9,"woe":3}
RANK #360,	Token ID: 7647,	 score: 41,	type:seer,	skills: {"will":9,"wit":7,"wiles":3,"wisdom":6,"wonder":8,"woe":8}
RANK #361,	Token ID: 7718,	 score: 41,	type:hag,	skills: {"will":7,"wit":5,"wiles":8,"wisdom":9,"wonder":7,"woe":5}
RANK #362,	Token ID: 8215,	 score: 41,	type:necromancer,	skills: {"will":9,"wit":7,"wiles":8,"wisdom":8,"wonder":2,"woe":7}
RANK #363,	Token ID: 8285,	 score: 41,	type:occultist,	skills: {"will":4,"wit":8,"wiles":9,"wisdom":8,"wonder":8,"woe":4}
RANK #364,	Token ID: 8369,	 score: 41,	type:mage,	skills: {"will":8,"wit":6,"wiles":5,"wisdom":8,"wonder":7,"woe":7}
RANK #365,	Token ID: 8479,	 score: 41,	type:occultist,	skills: {"will":7,"wit":3,"wiles":8,"wisdom":6,"wonder":8,"woe":9}
RANK #366,	Token ID: 8512,	 score: 41,	type:mage,	skills: {"will":1,"wit":6,"wiles":8,"wisdom":8,"wonder":9,"woe":9}
RANK #367,	Token ID: 8522,	 score: 41,	type:seer,	skills: {"will":7,"wit":5,"wiles":6,"wisdom":9,"wonder":7,"woe":7}
RANK #368,	Token ID: 8540,	 score: 41,	type:seer,	skills: {"will":8,"wit":7,"wiles":5,"wisdom":9,"wonder":7,"woe":5}
RANK #369,	Token ID: 8687,	 score: 41,	type:occultist,	skills: {"will":5,"wit":7,"wiles":9,"wisdom":5,"wonder":7,"woe":8}
RANK #370,	Token ID: 8927,	 score: 41,	type:enchantress,	skills: {"will":5,"wit":9,"wiles":8,"wisdom":4,"wonder":8,"woe":7}
